15,1
15,5
15,0
15,8
15,0
15,5
16,1
16,9
15,3
15,7
15,5
15,3
15,7
15,1
15,3
15,9
15,7
15,5
15,2
15,1
15,3
15,6
16,2
16,3
15,5
16,3
15,6
15,6
18,0
17,4
18,0
17,1
16,8
16,1
14,3
14,9
14,9
16,4
15,6
15,6
15,8
15,4
14,5
16,4
14,3
16,5
17,3
15,4
16,2
17,2
14,3
15,4
16,4
16,2
14,2
16,7
16,1
15,3
14,7
14,7
14,0
14,7
13,0
